customer_id,branch_id,customer_segment,credit_score
24282,BR07,B,688
24283,BR07,B,686
24284,BR01,A,815
24285,BR05,A,813
24286,BR05,C,383
24287,BR04,A,697
24288,BR07,A,677
24289,BR04,B,613
24290,BR05,B,606
24291,BR10,A,636
24292,BR02,D,833
24293,BR08,B,616
24294,BR06,D,663
24295,BR04,D,456
24296,BR09,C,598
24297,BR07,A,811
24298,BR06,B,733
24299,BR08,B,605
24300,BR10,B,615
24301,BR14,A,777
24302,BR08,A,709
24303,BR12,A,828
24304,BR01,B,690
24305,BR06,A,643
24306,BR03,B,700
24307,BR01,B,587
24308,BR06,C,810
24309,BR09,A,515
24310,BR05,C,776
24311,BR08,B,814
24312,BR06,C,799
24313,BR05,B,808
24314,BR03,D,582
24315,BR04,B,731
24316,BR04,C,581
24317,BR08,A,716
24318,BR02,D,722
24319,BR01,A,626
24320,BR08,B,698
24321,BR07,B,717
24322,BR05,C,666
24323,BR02,B,393
24324,BR05,C,761
24325,BR10,D,627
24326,BR12,A,698
24327,BR09,B,301
24328,BR01,D,737
24329,BR08,B,771
24330,BR03,D,748
24331,BR04,C,694
24332,BR02,A,681
24333,BR10,A,705
24334,BR08,C,590
24335,BR08,D,824
24336,BR08,B,832
24337,BR03,B,735
24338,BR05,D,770
24339,BR08,C,674
24340,BR08,A,586
24341,BR10,B,669
24342,BR03,D,631
24343,BR10,C,704
24344,BR05,B,710
24345,BR08,A,681
24346,BR05,C,715
24347,BR14,B,821
24348,BR02,C,776
24349,BR08,C,756
24350,BR07,C,790
24351,BR02,B,622
24352,BR01,C,671
24353,BR10,C,681
24354,BR02,B,743
24355,BR02,A,637
24356,BR14,B,662
24357,BR09,B,715
24358,BR03,C,622
24359,BR07,B,676
24360,BR06,D,745
24361,BR11,C,800
24362,BR09,B,696
24363,BR11,A,781
24364,BR03,B,740
24365,BR08,A,748
24366,BR01,B,841
24367,BR01,C,847
24368,BR09,C,767
24369,BR01,A,727
24370,BR07,B,704
24371,BR11,B,688
24372,BR04,B,706
24373,BR01,B,675
24374,BR09,B,684
24375,BR13,B,616
24376,BR09,C,846
24377,BR07,B,563
24378,BR03,D,782
24379,BR01,B,752
24380,BR09,D,670
24381,BR03,D,835
24382,BR11,B,661
24383,BR05,B,669
24384,BR06,D,715
24385,BR10,B,347
24386,BR10,C,816
24387,BR08,D,774
24388,BR13,D,718
24389,BR15,A,653
24390,BR14,D,711
24391,BR11,D,716
24392,BR09,B,646
24393,BR08,C,664
24394,BR02,A,629
24395,BR03,B,696
24396,BR01,C,702
24397,BR02,C,769
24398,BR05,B,683
24399,BR02,C,820
24400,BR13,C,735
24401,BR10,A,388
24402,BR01,C,683
24403,BR03,C,802
24404,BR10,A,752
24405,BR10,B,706
24406,BR14,B,683
24407,BR15,C,622
24408,BR14,A,713
24409,BR05,A,689
24410,BR03,C,684
24411,BR10,D,788
24412,BR03,B,340
24413,BR10,B,359
24414,BR06,B,735
24415,BR10,A,681
24416,BR03,B,720
24417,BR06,A,836
24418,BR07,B,654
24419,BR14,D,761
24420,BR03,C,728
24421,BR13,C,663
24422,BR10,B,735
24423,BR09,C,798
24424,BR10,B,623
24425,BR07,A,723
24426,BR03,C,653
24427,BR02,C,306
24428,BR12,D,686
24429,BR09,C,358
24430,BR03,C,824
24431,BR08,A,598
24432,BR05,C,804
24433,BR02,D,678
24434,BR06,C,639
24435,BR03,C,634
24436,BR01,D,702
24437,BR05,B,686
24438,BR07,D,760
24439,BR01,B,659
24440,BR05,B,637
24441,BR03,C,836
24442,BR01,B,708
24443,BR02,D,704
24444,BR02,B,677
24445,BR02,A,724
24446,BR10,B,832
24447,BR05,D,596
24448,BR02,B,694
24449,BR02,C,627
24450,BR03,D,593
24451,BR10,B,626
24452,BR04,A,426
24453,BR02,A,672
24454,BR05,B,770
24455,BR07,A,668
24456,BR01,B,688
24457,BR08,D,595
24458,BR04,C,590
24459,BR01,C,705
24460,BR08,D,795
24461,BR09,A,369
24462,BR08,C,703
24463,BR04,A,806
24464,BR06,B,694
24465,BR04,B,700
24466,BR09,B,772
24467,BR07,D,603
24468,BR01,B,699
24469,BR08,C,683
24470,BR09,B,342
24471,BR04,B,700
24472,BR12,A,680
24473,BR11,C,378
24474,BR02,A,542
24475,BR13,D,839
24476,BR05,B,601
24477,BR09,A,617
24478,BR10,B,599
24479,BR06,C,709
24480,BR04,B,796
24481,BR13,A,564
24482,BR03,A,661
24483,BR03,C,700
24484,BR04,D,662
24485,BR11,A,612
24486,BR13,A,842
24487,BR03,A,690
24488,BR12,D,630
24489,BR03,B,773
24490,BR14,D,800
24491,BR07,B,691
24492,BR01,D,837
24493,BR01,D,662
24494,BR02,B,659
24495,BR02,C,782
24496,BR10,C,832
24497,BR03,A,709
24498,BR14,B,770
24499,BR08,D,779
24500,BR09,D,725
24501,BR03,D,695
24502,BR12,D,308
24503,BR08,C,722
24504,BR12,A,688
24505,BR14,C,603
24506,BR02,B,672
24507,BR01,B,723
24508,BR10,C,735
24509,BR12,C,776
24510,BR07,C,661
24511,BR04,B,737
24512,BR08,D,708
24513,BR04,B,743
24514,BR03,C,697
24515,BR06,A,764
24516,BR03,C,734
24517,BR06,A,847
24518,BR14,B,684
24519,BR11,D,766
24520,BR14,D,620
24521,BR10,C,661
24522,BR04,B,695
24523,BR10,C,701
24524,BR13,A,811
24525,BR14,C,663
24526,BR09,B,823
24527,BR03,B,384
24528,BR01,C,693
24529,BR02,A,756
24530,BR14,C,816
24531,BR05,A,733
24532,BR11,C,786
24533,BR05,B,350
24534,BR08,C,633
24535,BR01,B,827
24536,BR03,B,665
24537,BR05,A,769
24538,BR08,C,607
24539,BR02,A,779
24540,BR10,B,310
24541,BR04,B,533
24542,BR10,A,632
24543,BR01,B,640
24544,BR08,B,306
24545,BR03,B,585
24546,BR10,C,790
24547,BR05,A,793
24548,BR08,A,581
24549,BR13,C,667
24550,BR01,C,680
24551,BR01,B,731
24552,BR10,C,332
24553,BR08,B,826
24554,BR03,C,714
24555,BR06,B,717
24556,BR01,D,597
24557,BR02,C,729
24558,BR05,B,686
24559,BR11,A,686
24560,BR06,C,811
24561,BR07,B,617
24562,BR12,A,581
24563,BR04,A,695
24564,BR09,B,722
24565,BR12,B,664
24566,BR03,C,786
24567,BR04,C,604
24568,BR14,C,646
24569,BR15,A,806
24570,BR03,C,672
24571,BR01,D,685
24572,BR03,A,666
24573,BR04,C,687
24574,BR05,C,652
24575,BR08,C,770
24576,BR12,B,766
24577,BR04,B,677
24578,BR11,A,544
24579,BR01,B,616
24580,BR01,D,584
24581,BR06,B,713
24582,BR01,D,580
24583,BR04,C,669
24584,BR12,B,590
24585,BR03,D,635
24586,BR09,D,686
24587,BR04,B,658
24588,BR01,B,580
24589,BR07,A,594
24590,BR11,B,834
24591,BR05,B,786
24592,BR08,C,761
24593,BR13,A,676
24594,BR10,D,742
24595,BR02,B,448
24596,BR09,B,692
24597,BR06,A,670
24598,BR09,D,548
24599,BR06,B,830
24600,BR02,D,692
24601,BR07,B,772
24602,BR06,A,603
24603,BR06,C,826
24604,BR12,D,720
24605,BR12,C,694
24606,BR05,C,803
24607,BR05,B,737
24608,BR06,B,759
24609,BR06,B,682
24610,BR14,A,694
24611,BR08,B,664
24612,BR03,B,838
24613,BR06,A,442
24614,BR08,C,720
24615,BR08,A,590
24616,BR07,B,777
24617,BR02,C,749
24618,BR01,D,847
24619,BR04,C,704
24620,BR05,B,751
24621,BR01,B,742
24622,BR10,B,763
24623,BR04,B,689
24624,BR13,A,648
24625,BR02,B,782
24626,BR01,B,788
24627,BR06,A,703
24628,BR02,B,662
24629,BR13,B,789
24630,BR01,B,670
24631,BR05,B,649
24632,BR13,C,588
24633,BR04,C,371
24634,BR01,B,678
24635,BR04,B,451
24636,BR06,C,846
24637,BR02,C,693
24638,BR05,A,736
24639,BR11,B,765
24640,BR12,C,628
24641,BR01,B,698
24642,BR02,B,732
24643,BR03,C,657
24644,BR07,B,605
24645,BR04,B,665
24646,BR11,B,729
24647,BR09,C,649
24648,BR02,B,773
24649,BR08,D,593
24650,BR02,A,709
24651,BR03,C,701
24652,BR02,C,765
24653,BR02,D,782
24654,BR08,B,648
24655,BR07,B,826
24656,BR02,D,639
24657,BR15,C,672
24658,BR05,B,716
24659,BR01,D,682
24660,BR02,C,621
24661,BR07,B,738
24662,BR14,D,705
24663,BR07,A,723
24664,BR14,B,362
24665,BR05,B,723
24666,BR05,D,711
24667,BR06,A,564
24668,BR09,C,712
24669,BR04,C,741
24670,BR12,A,627
24671,BR01,A,459
24672,BR05,A,632
24673,BR06,A,721
24674,BR07,D,679
24675,BR03,D,453
24676,BR05,D,816
24677,BR06,B,697
24678,BR09,C,642
24679,BR10,D,758
24680,BR09,D,709
24681,BR04,A,690
24682,BR15,A,352
24683,BR11,D,721
24684,BR03,C,434
24685,BR02,D,672
24686,BR04,C,660
24687,BR05,B,611
24688,BR11,C,722
24689,BR10,B,736
24690,BR11,B,729
24691,BR03,B,836
24692,BR07,A,714
24693,BR03,C,772
24694,BR02,C,663
24695,BR09,C,786
24696,BR02,A,828
24697,BR08,D,656
24698,BR08,C,663
24699,BR10,A,704
24700,BR02,A,803
24701,BR10,C,690
24702,BR15,A,701
24703,BR11,B,564
24704,BR10,D,843
24705,BR08,B,636
24706,BR05,C,758
24707,BR09,B,667
24708,BR09,B,709
24709,BR08,B,848
24710,BR10,D,782
24711,BR05,B,638
24712,BR02,C,718
24713,BR07,D,399
24714,BR03,A,676
24715,BR04,C,722
24716,BR01,C,670
24717,BR04,B,581
24718,BR10,C,700
24719,BR07,A,741
24720,BR01,B,726
24721,BR05,C,782
24722,BR03,C,843
24723,BR06,A,717
24724,BR05,D,438
24725,BR13,D,703
24726,BR01,B,673
24727,BR09,D,680
24728,BR11,B,729
24729,BR14,C,828
24730,BR02,C,757
24731,BR06,B,702
24732,BR01,C,594
24733,BR06,B,794
24734,BR02,C,582
24735,BR11,B,776
24736,BR02,C,725
24737,BR06,D,694
24738,BR06,C,673
24739,BR14,B,780
24740,BR08,B,717
24741,BR03,A,677
24742,BR03,A,659
24743,BR02,D,662
24744,BR10,A,693
24745,BR09,B,631
24746,BR07,C,795
24747,BR01,D,841
24748,BR10,D,755
24749,BR08,D,690
24750,BR14,D,399
24751,BR07,A,703
24752,BR04,B,643
24753,BR04,D,751
24754,BR02,B,588
24755,BR09,D,581
24756,BR09,A,717
24757,BR03,C,597
24758,BR02,D,588
24759,BR01,B,835
24760,BR13,D,647
24761,BR03,A,756
24762,BR04,A,619
24763,BR03,B,784
24764,BR05,A,620
24765,BR09,B,641
24766,BR12,B,628
24767,BR02,B,710
24768,BR09,B,648
24769,BR04,D,715
24770,BR15,C,715
24771,BR03,C,726
24772,BR01,C,702
24773,BR06,B,710
24774,BR02,C,616
24775,BR01,A,665
24776,BR09,B,739
24777,BR09,B,657
24778,BR05,C,717
24779,BR08,D,591
24780,BR06,B,707
24781,BR08,A,848
24782,BR07,A,498
24783,BR08,D,455
24784,BR02,B,681
24785,BR03,B,808
24786,BR05,A,728
24787,BR05,B,722
24788,BR10,A,705
24789,BR04,B,799
24790,BR02,C,728
24791,BR03,B,780
24792,BR03,B,785
24793,BR09,A,701
24794,BR06,C,685
24795,BR09,B,654
24796,BR05,D,586
24797,BR12,C,829
24798,BR15,B,662
24799,BR08,B,805
24800,BR12,A,606
24801,BR06,D,848
24802,BR13,D,664
24803,BR11,B,722
24804,BR15,C,839
24805,BR08,A,681
24806,BR10,C,620
24807,BR07,B,713
24808,BR03,B,601
24809,BR04,C,720
24810,BR12,B,543
24811,BR01,A,833
24812,BR07,C,673
24813,BR04,B,673
24814,BR04,B,724
24815,BR12,A,736
24816,BR11,D,720
24817,BR07,B,611
24818,BR03,D,736
24819,BR06,B,808
24820,BR05,A,776
24821,BR04,C,612
24822,BR02,C,666
24823,BR07,C,770
24824,BR04,B,692
24825,BR08,B,780
24826,BR04,B,848
24827,BR05,D,593
24828,BR01,C,704
24829,BR15,C,840
24830,BR06,A,827
24831,BR01,C,590
24832,BR07,C,772
24833,BR12,B,695
24834,BR10,A,652
24835,BR09,C,832
24836,BR02,C,786
24837,BR08,C,702
24838,BR10,A,611
24839,BR07,B,384
24840,BR12,C,797
24841,BR03,C,709
24842,BR03,C,629
24843,BR12,C,836
24844,BR08,D,807
24845,BR01,B,690
24846,BR04,B,582
24847,BR11,A,740
24848,BR01,B,593
24849,BR01,D,430
24850,BR03,A,817
24851,BR13,D,641
24852,BR13,A,696
24853,BR06,B,604
24854,BR07,A,660
24855,BR04,A,701
24856,BR03,A,738
24857,BR10,B,713
24858,BR02,C,329
24859,BR06,B,645
24860,BR08,D,743
24861,BR02,C,428
24862,BR06,D,467
24863,BR07,A,368
24864,BR09,A,738
24865,BR03,D,470
24866,BR03,C,702
24867,BR07,D,664
24868,BR15,A,744
24869,BR03,A,720
24870,BR15,D,831
24871,BR09,C,767
24872,BR11,D,809
24873,BR01,B,671
24874,BR04,A,790
24875,BR01,B,715
24876,BR04,D,713
24877,BR15,D,723
24878,BR02,A,811
24879,BR07,A,824
24880,BR01,B,698
24881,BR09,D,828
24882,BR02,D,718
24883,BR02,B,820
24884,BR04,C,787
24885,BR10,B,627
24886,BR02,B,586
24887,BR03,C,725
24888,BR01,B,718
24889,BR14,B,766
24890,BR07,C,718
24891,BR09,A,745
24892,BR08,D,643
24893,BR02,B,719
24894,BR07,B,300
24895,BR02,B,679
24896,BR05,A,835
24897,BR07,B,605
24898,BR07,D,643
24899,BR02,D,675
24900,BR01,B,668
24901,BR10,C,692
24902,BR09,C,598
24903,BR01,B,642
24904,BR02,C,804
24905,BR12,B,719
24906,BR10,B,666
24907,BR15,A,710
24908,BR03,B,637
24909,BR06,A,586
24910,BR03,B,339
24911,BR08,B,687
24912,BR02,B,704
24913,BR02,D,633
24914,BR01,C,695
24915,BR09,D,710
24916,BR06,C,652
24917,BR08,D,689
24918,BR12,D,781
24919,BR09,C,690
24920,BR05,C,719
24921,BR15,B,827
24922,BR05,C,434
24923,BR02,B,721
24924,BR15,B,706
24925,BR01,C,586
24926,BR07,D,588
24927,BR04,D,704
24928,BR06,A,699
24929,BR07,C,680
24930,BR03,D,719
24931,BR07,D,712
24932,BR10,D,363
24933,BR03,A,636
24934,BR04,B,664
24935,BR03,A,764
24936,BR11,D,652
24937,BR09,C,374
24938,BR12,B,829
24939,BR02,D,793
24940,BR01,B,775
24941,BR02,C,685
24942,BR02,C,421
24943,BR06,B,604
24944,BR14,B,838
24945,BR04,B,743
24946,BR14,C,716
24947,BR01,B,304
24948,BR13,A,495
24949,BR02,D,616
24950,BR13,B,706
24951,BR01,C,788
24952,BR14,A,729
24953,BR03,A,754
24954,BR04,D,779
24955,BR06,C,647
24956,BR04,B,696
24957,BR08,B,806
24958,BR14,A,702
24959,BR07,D,688
24960,BR09,B,640
24961,BR01,B,796
24962,BR08,D,678
24963,BR05,B,736
24964,BR12,D,785
24965,BR04,C,782
24966,BR08,B,814
24967,BR03,B,687
24968,BR03,C,750
24969,BR04,C,725
24970,BR04,B,730
24971,BR03,D,693
24972,BR01,C,370
24973,BR11,D,622
24974,BR01,B,668
24975,BR12,A,729
24976,BR02,D,585
24977,BR01,C,381
24978,BR07,C,824
24979,BR06,C,613
24980,BR06,B,667
24981,BR07,B,799
24982,BR03,C,738
24983,BR08,C,715
24984,BR06,D,560
24985,BR04,A,676
24986,BR11,B,663
24987,BR09,C,847
24988,BR04,C,664
24989,BR11,A,841
24990,BR13,A,749
24991,BR06,B,463
24992,BR03,A,757
24993,BR13,C,334
24994,BR02,C,370
24995,BR01,D,732
24996,BR04,B,674
24997,BR09,C,657
24998,BR13,D,704
24999,BR08,D,815
25000,BR14,A,663
25001,BR01,A,615
25002,BR01,D,745
25003,BR07,B,650
25004,BR14,C,670
25005,BR06,D,703
25006,BR01,B,745
25007,BR03,B,707
25008,BR03,B,666
25009,BR04,D,661
25010,BR01,C,824
25011,BR13,A,613
25012,BR06,C,774
25013,BR08,B,692
25014,BR01,A,829
25015,BR01,B,669
25016,BR07,C,803
25017,BR12,C,730
25018,BR06,C,649
25019,BR12,A,822
25020,BR10,D,591
25021,BR01,C,664
25022,BR03,B,611
25023,BR08,B,657
25024,BR05,D,603
25025,BR03,B,764
25026,BR05,D,705
25027,BR05,A,670
25028,BR13,D,663
25029,BR02,B,838
25030,BR03,D,795
25031,BR06,D,709
25032,BR09,C,818
25033,BR08,C,673
25034,BR14,A,744
25035,BR10,C,732
25036,BR07,B,628
25037,BR03,B,612
25038,BR05,B,685
25039,BR09,D,607
25040,BR11,A,649
25041,BR14,B,798
25042,BR07,B,728
25043,BR06,D,768
25044,BR01,D,767
25045,BR01,C,678
25046,BR02,C,582
25047,BR01,D,745
25048,BR05,A,771
25049,BR04,C,628
25050,BR08,A,704
25051,BR06,D,713
25052,BR07,B,828
25053,BR06,B,716
25054,BR03,B,646
25055,BR14,D,845
25056,BR01,D,665
25057,BR13,A,702
25058,BR04,C,700
25059,BR06,B,791
25060,BR02,A,789
25061,BR01,B,819
25062,BR05,D,403
25063,BR09,B,656
25064,BR03,B,735
25065,BR07,D,514
25066,BR03,D,677
25067,BR04,B,695
25068,BR13,B,623
25069,BR11,C,335
25070,BR06,B,654
25071,BR03,B,684
25072,BR02,A,679
25073,BR14,B,377
25074,BR03,B,501
25075,BR10,C,732
25076,BR04,B,839
25077,BR15,C,717
25078,BR04,D,672
25079,BR04,A,669
25080,BR08,B,703
25081,BR14,B,765
25082,BR14,B,622
25083,BR09,B,732
25084,BR10,B,724
25085,BR07,A,733
25086,BR10,B,724
25087,BR11,C,730
25088,BR06,B,793
25089,BR08,B,580
25090,BR06,A,510
25091,BR07,B,819
25092,BR12,C,627
25093,BR04,B,817
25094,BR03,B,835
25095,BR05,D,687
25096,BR03,C,747
25097,BR06,B,790
25098,BR13,B,718
25099,BR08,C,692
25100,BR11,D,732
25101,BR02,B,662
25102,BR13,D,779
25103,BR07,A,329
25104,BR01,A,668
25105,BR08,C,602
25106,BR14,B,750
25107,BR01,B,838
25108,BR07,C,672
25109,BR13,B,654
25110,BR01,A,569
25111,BR08,B,828
25112,BR06,A,736
25113,BR04,D,647
25114,BR08,C,662
25115,BR01,D,564
25116,BR10,D,722
25117,BR01,B,713
25118,BR04,D,752
25119,BR06,C,828
25120,BR04,C,647
25121,BR04,B,790
25122,BR11,C,840
25123,BR13,C,707
25124,BR12,C,716
25125,BR06,B,327
25126,BR12,C,684
25127,BR13,A,654
25128,BR05,C,527
25129,BR03,C,389
25130,BR01,C,829
25131,BR06,B,827
25132,BR14,B,804
25133,BR07,A,752
25134,BR08,B,726
25135,BR02,B,673
25136,BR02,C,818
25137,BR05,A,778
25138,BR14,A,708
25139,BR04,C,616
25140,BR12,C,614
25141,BR02,A,703
25142,BR08,A,644
25143,BR07,A,719
25144,BR11,D,783
25145,BR01,C,558
25146,BR02,D,624
25147,BR03,C,815
25148,BR14,D,734
25149,BR02,B,641
25150,BR01,C,616
25151,BR06,C,744
25152,BR06,A,721
25153,BR11,A,690
25154,BR14,A,715
25155,BR06,B,683
25156,BR13,B,834
25157,BR09,B,661
25158,BR03,D,733
25159,BR13,D,699
25160,BR08,D,672
25161,BR05,C,735
25162,BR09,B,681
25163,BR05,B,671
25164,BR02,B,690
25165,BR09,B,424
25166,BR11,B,645
25167,BR09,A,834
25168,BR03,C,620
25169,BR14,C,844
25170,BR01,B,705
25171,BR04,A,740
25172,BR03,A,707
25173,BR01,C,643
25174,BR05,A,630
25175,BR08,C,692
25176,BR12,D,607
25177,BR15,B,806
25178,BR10,C,750
25179,BR05,B,703
25180,BR09,C,678
25181,BR11,C,707
25182,BR05,D,701
25183,BR10,C,431
25184,BR06,C,700
25185,BR04,C,779
25186,BR06,B,490
25187,BR08,B,601
25188,BR09,B,815
25189,BR04,B,623
25190,BR07,A,768
25191,BR13,C,774
25192,BR14,D,700
25193,BR03,D,686
25194,BR02,C,796
25195,BR08,A,783
25196,BR05,D,708
25197,BR01,C,802
25198,BR04,B,774
25199,BR10,D,634
25200,BR10,B,734
25201,BR06,D,836
25202,BR06,B,792
25203,BR07,D,781
25204,BR03,C,799
25205,BR06,A,632
25206,BR01,C,679
25207,BR06,C,832
25208,BR04,B,687
25209,BR08,B,682
25210,BR08,B,600
25211,BR04,C,732
25212,BR01,C,790
25213,BR03,C,609
25214,BR08,A,705
25215,BR01,A,663
25216,BR02,C,582
25217,BR08,A,704
25218,BR10,B,744
25219,BR04,C,762
25220,BR06,D,738
25221,BR14,A,710
25222,BR14,C,302
25223,BR04,B,620
25224,BR10,C,710
25225,BR07,A,660
25226,BR14,B,590
25227,BR06,D,676
25228,BR10,A,711
25229,BR10,D,696
25230,BR06,B,608
25231,BR10,D,505
25232,BR03,D,758
25233,BR02,B,797
25234,BR05,C,698
25235,BR14,A,562
25236,BR06,A,583
25237,BR08,C,544
25238,BR08,A,718
25239,BR02,B,580
25240,BR04,C,739
25241,BR09,B,478
25242,BR14,C,848
25243,BR02,D,644
25244,BR05,D,696
25245,BR01,C,702
25246,BR03,B,636
25247,BR04,C,760
25248,BR07,B,608
25249,BR03,B,452
25250,BR03,C,666
25251,BR10,A,689
25252,BR14,C,848
25253,BR04,D,652
25254,BR09,D,683
25255,BR03,D,671
25256,BR13,A,736
25257,BR08,A,736
25258,BR10,A,689
25259,BR01,C,800
25260,BR07,A,641
25261,BR06,D,683
25262,BR03,A,738
25263,BR03,B,755
25264,BR07,D,599
25265,BR09,D,624
25266,BR01,B,798
25267,BR07,B,598
25268,BR02,C,324
25269,BR02,B,709
25270,BR08,B,769
25271,BR04,C,652
25272,BR05,C,754
25273,BR04,B,708
25274,BR08,A,813
25275,BR06,A,631
25276,BR14,B,691
25277,BR04,C,615
25278,BR09,C,746
25279,BR03,D,640
25280,BR06,D,653
25281,BR07,A,776
25282,BR04,C,809
25283,BR06,C,738
25284,BR03,D,756
25285,BR01,D,731
25286,BR03,B,617
25287,BR09,B,812
25288,BR10,C,606
25289,BR03,B,663
25290,BR05,B,820
25291,BR01,A,621
25292,BR03,D,694
25293,BR10,B,814
25294,BR07,C,602
25295,BR03,D,672
25296,BR03,D,666
25297,BR10,C,671
25298,BR03,C,603
25299,BR04,B,686
25300,BR08,D,681
25301,BR07,B,726
25302,BR05,A,753
25303,BR12,B,704
25304,BR03,B,667
25305,BR09,C,480
25306,BR02,B,736
25307,BR08,B,594
25308,BR12,A,356
25309,BR05,D,374
25310,BR09,C,491
25311,BR11,B,678
25312,BR02,B,669
25313,BR09,A,635
25314,BR13,B,724
25315,BR07,D,544
25316,BR02,A,654
25317,BR02,C,524
25318,BR03,A,452
25319,BR02,B,728
25320,BR06,D,841
25321,BR01,B,632
25322,BR03,C,709
25323,BR05,A,671
25324,BR06,C,772
25325,BR07,D,632
25326,BR09,D,689
25327,BR01,B,630
25328,BR01,D,762
25329,BR01,C,704
25330,BR05,D,602
25331,BR01,B,689
25332,BR09,B,571
25333,BR03,C,848
25334,BR13,C,778
25335,BR06,C,668
25336,BR05,B,723
25337,BR10,B,704
25338,BR09,B,696
25339,BR07,A,662
25340,BR13,A,611
25341,BR05,D,611
25342,BR10,B,799
25343,BR04,B,615
25344,BR11,C,729
25345,BR03,C,726
25346,BR03,C,678
25347,BR08,C,432
25348,BR03,B,347
25349,BR03,C,716
25350,BR04,B,720
25351,BR08,B,653
25352,BR12,D,723
25353,BR08,C,670
25354,BR11,C,676
25355,BR07,A,599
25356,BR01,B,595
25357,BR02,C,636
25358,BR07,A,431
25359,BR04,D,823
25360,BR03,A,694
25361,BR05,C,819
25362,BR08,C,617
25363,BR04,D,680
25364,BR10,B,824
25365,BR09,B,673
25366,BR09,D,733
25367,BR15,A,689
25368,BR03,C,628
25369,BR08,A,848
25370,BR11,D,649
25371,BR07,D,701
25372,BR10,C,762
25373,BR05,B,759
25374,BR07,A,756
25375,BR01,A,736
25376,BR15,B,622
25377,BR10,A,692
25378,BR12,A,701
25379,BR09,A,702
25380,BR02,B,675
25381,BR01,C,771
25382,BR12,A,703
25383,BR04,D,775
25384,BR03,B,833
25385,BR07,B,746
25386,BR05,B,808
25387,BR08,C,804
25388,BR06,A,787
25389,BR09,A,628
25390,BR11,A,778
25391,BR02,C,823
25392,BR04,B,841
25393,BR05,B,589
25394,BR14,D,731
25395,BR04,B,642
25396,BR04,A,619
25397,BR08,B,778
25398,BR05,A,721
25399,BR14,A,847
25400,BR12,B,697
25401,BR06,C,848
25402,BR08,B,807
25403,BR01,D,699
25404,BR09,B,675
25405,BR09,D,583
25406,BR04,B,752
25407,BR03,C,740
25408,BR13,D,681
25409,BR05,B,661
25410,BR08,D,684
25411,BR01,B,649
25412,BR05,B,798
25413,BR10,C,384
25414,BR04,B,759
25415,BR07,C,715
25416,BR03,A,745
25417,BR05,C,672
25418,BR13,D,593
25419,BR07,B,663
25420,BR13,B,802
25421,BR13,B,624
25422,BR14,C,585
25423,BR12,B,702
25424,BR01,A,827
25425,BR13,B,799
25426,BR02,B,768
25427,BR01,C,825
25428,BR01,C,613
25429,BR04,B,816
25430,BR08,B,808
25431,BR05,B,604
25432,BR01,B,803
25433,BR06,B,599
25434,BR05,B,696
25435,BR10,C,637
25436,BR03,C,698
25437,BR03,A,683
25438,BR03,D,720
25439,BR04,B,810
25440,BR07,C,363
25441,BR06,A,685
25442,BR04,C,606
25443,BR04,C,467
25444,BR04,B,790
25445,BR14,D,691
25446,BR03,C,711
25447,BR10,B,707
25448,BR09,A,807
25449,BR01,D,665
25450,BR15,A,784
25451,BR10,A,767
25452,BR09,C,836
25453,BR05,B,605
25454,BR07,B,719
25455,BR03,C,665
25456,BR01,B,667
25457,BR11,A,580
25458,BR12,C,748
25459,BR02,B,768
25460,BR10,C,821
25461,BR09,D,755
25462,BR02,C,763
25463,BR05,C,678
25464,BR05,A,707
25465,BR10,A,799
25466,BR11,A,818
25467,BR01,B,673
25468,BR07,A,681
25469,BR10,C,742
25470,BR10,B,773
25471,BR02,D,792
25472,BR06,C,753
25473,BR11,B,735
25474,BR04,D,602
25475,BR05,D,831
25476,BR10,D,751
25477,BR01,C,783
25478,BR11,C,808
25479,BR04,B,840
25480,BR01,B,691
25481,BR03,C,824
25482,BR01,B,690
25483,BR01,D,779
25484,BR09,D,619
25485,BR03,A,713
25486,BR13,A,620
25487,BR06,A,629
25488,BR05,C,835
25489,BR05,A,764
25490,BR09,B,662
25491,BR05,A,685
25492,BR02,B,779
25493,BR12,C,804
25494,BR05,C,581
25495,BR01,C,445
25496,BR06,D,800
25497,BR08,B,693
25498,BR03,D,670
25499,BR10,D,674
25500,BR08,B,763
25501,BR08,B,831
25502,BR05,B,778
25503,BR14,A,701
25504,BR03,C,706
25505,BR07,C,775
25506,BR04,A,672
25507,BR09,C,730
25508,BR01,B,787
25509,BR01,B,816
25510,BR10,C,695
25511,BR05,A,822
25512,BR04,C,699
25513,BR07,C,665
25514,BR09,A,778
25515,BR03,B,847
25516,BR02,C,629
25517,BR14,B,810
25518,BR07,C,822
25519,BR04,D,740
25520,BR10,A,720
25521,BR06,A,679
25522,BR03,C,709
25523,BR03,C,679
25524,BR04,B,596
25525,BR11,B,830
25526,BR01,C,721
25527,BR03,C,424
25528,BR12,B,671
25529,BR02,D,702
25530,BR08,A,657
25531,BR03,C,624
25532,BR07,C,304
25533,BR04,D,600
25534,BR02,D,612
25535,BR07,B,815
25536,BR09,B,786
25537,BR09,B,825
25538,BR08,C,610
25539,BR06,A,679
25540,BR06,A,740
25541,BR08,D,753
25542,BR09,A,408
25543,BR08,B,701
25544,BR07,D,679
25545,BR02,B,640
25546,BR03,B,615
25547,BR03,D,713
25548,BR13,B,805
25549,BR10,B,816
25550,BR07,C,688
25551,BR03,D,776
